,url,url_mobile,title,seendate,socialimage,domain,language,sourcecountry
0,https://www.bangordailynews.com/2024/02/26/nation/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/,,"Primary apathy in Michigan : Democrats , GOP struggle as supporters mull whether to even vote",20240227T014500Z,https://i0.wp.com/bdn-data.s3.amazonaws.com/uploads/2024/02/preview-699.jpg?fit=512%2C341&ssl=1,bangordailynews.com,English,United States
1,https://www.appeal-democrat.com/news/republicans-to-launch-another-long-shot-effort-to-recall-newsom/article_e42a16aa-d50b-11ee-9ec8-87c3fd1c8938.html,,Republicans to launch another long - shot effort to recall Newsom,20240227T014500Z,https://bloximages.newyork1.vip.townnews.com/appeal-democrat.com/content/tncms/custom/image/e63f55ec-f4aa-11e7-8fac-53188e867597.jpg,appeal-democrat.com,English,United States
2,https://www.wlsam.com/news/harvard-poll-trump-carries-positive-favorability-rating/,,Harvard Poll : Trump Carries Positive Favorability Rating,20240227T014500Z,https://express-images.franklymedia.com/6616/sites/353/2017/09/29114551/wlsam_opengraph-general_1200x630_01.jpg,wlsam.com,English,United States
3,https://www.metro.us/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/,,"Primary apathy in Michigan : Democrats , GOP struggle as supporters mull whether to even vote – Metro US",20240227T013000Z,https://www.metro.us/wp-content/uploads/2024/02/1288155-Election_2024_Michigan_Voter_Apathy_63901-1200x800.jpg,metro.us,English,United States
4,https://www.dailypress.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/,,Michigan presidential primary : Voter apathy sweeps the state,20240227T013000Z,https://www.dailypress.com/wp-content/uploads/2024/02/Election_2024_Michigan_Voter_Apathy_63901.jpg,dailypress.com,English,United States
5,https://www.twincities.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/,https://www.twincities.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/amp/,Michigan presidential primary : Voter apathy sweeps the state,20240227T013000Z,https://www.twincities.com/wp-content/uploads/2024/02/Election_2024_Michigan_Voter_Apathy_63901.jpg,twincities.com,English,United States
6,https://freerepublic.com/tag/*/index?more=4220182,,Latest Articles,20240227T013000Z,,freerepublic.com,English,United States
7,https://www.dailylocal.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/,https://www.dailylocal.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/amp/,Michigan presidential primary : Voter apathy sweeps the state,20240227T013000Z,https://www.dailylocal.com/wp-content/uploads/2024/02/Election_2024_Michigan_Voter_Apathy_63901.jpg,dailylocal.com,English,United States
8,https://www.newsbusters.org/blogs/business/joseph-vazquez/2019/10/24/walt-disney-company-execs-contributed-432500-liberals,,"Walt Disney Company Execs Contributed $432 , 500 to Liberals",20240227T011500Z,https://cdn.newsbusters.org/styles/mobile_thumb_700x400_/s3/images/igerbobdisney.png?itok=CRPZusEt,newsbusters.org,English,United States
9,https://www.reporterherald.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/,https://www.reporterherald.com/2024/02/26/primary-apathy-in-michigan-democrats-gop-struggle-as-supporters-mull-whether-to-even-vote/amp/,Michigan presidential primary : Voter apathy sweeps the state,20240227T010000Z,https://www.reporterherald.com/wp-content/uploads/2024/02/Election_2024_Michigan_Voter_Apathy_63901.jpg,reporterherald.com,English,United States
